genus,family,order,group
Columnea,Gesneriaceae,Lamiales,Angiosperms
Conandron,Gesneriaceae,Lamiales,Angiosperms
Conradia,Gesneriaceae,Lamiales,Angiosperms
Coptocheile,Gesneriaceae,Lamiales,Angiosperms
Corallodiscus,Gesneriaceae,Lamiales,Angiosperms
Coronanthera,Gesneriaceae,Lamiales,Angiosperms
Corysanthera,Gesneriaceae,Lamiales,Angiosperms
Corytholoma,Gesneriaceae,Lamiales,Angiosperms
Corytoplectus,Gesneriaceae,Lamiales,Angiosperms
Crantzia,Gesneriaceae,Lamiales,Angiosperms
Cremersia,Gesneriaceae,Lamiales,Angiosperms
Cremosperma,Gesneriaceae,Lamiales,Angiosperms
Cremospermopsis,Gesneriaceae,Lamiales,Angiosperms
Cryptoloma,Gesneriaceae,Lamiales,Angiosperms
Cubitanthus,Gesneriaceae,Lamiales,Angiosperms
Cyrtandra,Gesneriaceae,Lamiales,Angiosperms
Cyrtandromoea,Gesneriaceae,Lamiales,Angiosperms
Cyrtandropsis,Gesneriaceae,Lamiales,Angiosperms
Cyrtodeira,Gesneriaceae,Lamiales,Angiosperms
Dalbergaria,Gesneriaceae,Lamiales,Angiosperms
Damrongia,Gesneriaceae,Lamiales,Angiosperms
Dasydesmus,Gesneriaceae,Lamiales,Angiosperms
Dayaoshania,Gesneriaceae,Lamiales,Angiosperms
Deinocheilos,Gesneriaceae,Lamiales,Angiosperms
Deinostigma,Gesneriaceae,Lamiales,Angiosperms
Depanthus,Gesneriaceae,Lamiales,Angiosperms
Diastema,Gesneriaceae,Lamiales,Angiosperms
Dichiloboea,Gesneriaceae,Lamiales,Angiosperms
Dichrotrichum,Gesneriaceae,Lamiales,Angiosperms
Didissandra,Gesneriaceae,Lamiales,Angiosperms
Didymocarpus,Gesneriaceae,Lamiales,Angiosperms
Didymostigma,Gesneriaceae,Lamiales,Angiosperms
Dircaea,Gesneriaceae,Lamiales,Angiosperms
Dolichodeira,Gesneriaceae,Lamiales,Angiosperms
Dolicholoma,Gesneriaceae,Lamiales,Angiosperms
Dorcoceras,Gesneriaceae,Lamiales,Angiosperms
Drymonia,Gesneriaceae,Lamiales,Angiosperms
Emarhendia,Gesneriaceae,Lamiales,Angiosperms
Episcia,Gesneriaceae,Lamiales,Angiosperms
Epithema,Gesneriaceae,Lamiales,Angiosperms
Eucodonia,Gesneriaceae,Lamiales,Angiosperms
Fieldia,Gesneriaceae,Lamiales,Angiosperms
Gasteranthus,Gesneriaceae,Lamiales,Angiosperms
Gesnera,Gesneriaceae,Lamiales,Angiosperms
Gesneria,Gesneriaceae,Lamiales,Angiosperms
Giesleria,Gesneriaceae,Lamiales,Angiosperms
Glossanthus,Gesneriaceae,Lamiales,Angiosperms
Glossoloma,Gesneriaceae,Lamiales,Angiosperms
Gloxinella,Gesneriaceae,Lamiales,Angiosperms
Gloxinia,Gesneriaceae,Lamiales,Angiosperms
Gloxiniopsis,Gesneriaceae,Lamiales,Angiosperms
Goyazia,Gesneriaceae,Lamiales,Angiosperms
Gyrocheilos,Gesneriaceae,Lamiales,Angiosperms
Gyrogyne,Gesneriaceae,Lamiales,Angiosperms
Haberlea,Gesneriaceae,Lamiales,Angiosperms
Heintzia,Gesneriaceae,Lamiales,Angiosperms
Hemiboea,Gesneriaceae,Lamiales,Angiosperms
Henckelia,Gesneriaceae,Lamiales,Angiosperms
Heppiantha,Gesneriaceae,Lamiales,Angiosperms
Heppiella,Gesneriaceae,Lamiales,Angiosperms
Hexatheca,Gesneriaceae,Lamiales,Angiosperms
Hippodamia,Gesneriaceae,Lamiales,Angiosperms
Houttea,Gesneriaceae,Lamiales,Angiosperms
Hovanella,Gesneriaceae,Lamiales,Angiosperms
Hygea,Gesneriaceae,Lamiales,Angiosperms
Hypocrypta,Gesneriaceae,Lamiales,Angiosperms
Hypocyrta,Gesneriaceae,Lamiales,Angiosperms
Isanthera,Gesneriaceae,Lamiales,Angiosperms
Isoloma,Gesneriaceae,Lamiales,Angiosperms
Isometrum,Gesneriaceae,Lamiales,Angiosperms
Jancaea,Gesneriaceae,Lamiales,Angiosperms
Jankaea,Gesneriaceae,Lamiales,Angiosperms
Jerdonia,Gesneriaceae,Lamiales,Angiosperms
Kaisupeea,Gesneriaceae,Lamiales,Angiosperms
Klugia,Gesneriaceae,Lamiales,Angiosperms
Koellikeria,Gesneriaceae,Lamiales,Angiosperms
Koellikohleria,Gesneriaceae,Lamiales,Angiosperms
Kohleria,Gesneriaceae,Lamiales,Angiosperms
Lagarosolen,Gesneriaceae,Lamiales,Angiosperms
Lampadaria,Gesneriaceae,Lamiales,Angiosperms
Lembocarpus,Gesneriaceae,Lamiales,Angiosperms
Lepadanthus,Gesneriaceae,Lamiales,Angiosperms
Leptoboea,Gesneriaceae,Lamiales,Angiosperms
Liebigia,Gesneriaceae,Lamiales,Angiosperms
Ligeria,Gesneriaceae,Lamiales,Angiosperms
Litostigma,Gesneriaceae,Lamiales,Angiosperms
Lobirota,Gesneriaceae,Lamiales,Angiosperms
Loboptera,Gesneriaceae,Lamiales,Angiosperms
Locheria,Gesneriaceae,Lamiales,Angiosperms
Loxocarpus,Gesneriaceae,Lamiales,Angiosperms
Loxonia,Gesneriaceae,Lamiales,Angiosperms
Loxostigma,Gesneriaceae,Lamiales,Angiosperms
Lysionotus,Gesneriaceae,Lamiales,Angiosperms
Macrochlamys,Gesneriaceae,Lamiales,Angiosperms
Mandirola,Gesneriaceae,Lamiales,Angiosperms
Metapetrocosmea,Gesneriaceae,Lamiales,Angiosperms
Microchirita,Gesneriaceae,Lamiales,Angiosperms
Mitraria,Gesneriaceae,Lamiales,Angiosperms
Monophyllaea,Gesneriaceae,Lamiales,Angiosperms
Monopyle,Gesneriaceae,Lamiales,Angiosperms
Moussonia,Gesneriaceae,Lamiales,Angiosperms
Naegelia,Gesneriaceae,Lamiales,Angiosperms
Napeanthus,Gesneriaceae,Lamiales,Angiosperms
Nautilocalyx,Gesneriaceae,Lamiales,Angiosperms
Negria,Gesneriaceae,Lamiales,Angiosperms
Nematanthus,Gesneriaceae,Lamiales,Angiosperms
Neomortonia,Gesneriaceae,Lamiales,Angiosperms
Niphaea,Gesneriaceae,Lamiales,Angiosperms
Nodonema,Gesneriaceae,Lamiales,Angiosperms
Nomopyle,Gesneriaceae,Lamiales,Angiosperms
Oerstedina,Gesneriaceae,Lamiales,Angiosperms
Opithandra,Gesneriaceae,Lamiales,Angiosperms
Orchadocarpa,Gesneriaceae,Lamiales,Angiosperms
Oreocharis,Gesneriaceae,Lamiales,Angiosperms
Ornithoboea,Gesneriaceae,Lamiales,Angiosperms
Orobanchia,Gesneriaceae,Lamiales,Angiosperms
Ortholoma,Gesneriaceae,Lamiales,Angiosperms
Oshimella,Gesneriaceae,Lamiales,Angiosperms
Oxychlamys,Gesneriaceae,Lamiales,Angiosperms
Paliavana,Gesneriaceae,Lamiales,Angiosperms
Paraboea,Gesneriaceae,Lamiales,Angiosperms
Paradrymonia,Gesneriaceae,Lamiales,Angiosperms
Parakohleria,Gesneriaceae,Lamiales,Angiosperms
Paralagarosolen,Gesneriaceae,Lamiales,Angiosperms
Pearcea,Gesneriaceae,Lamiales,Angiosperms
Peltanthera,Gesneriaceae,Lamiales,Angiosperms
Pentaraphia,Gesneriaceae,Lamiales,Angiosperms
Pentarhaphia,Gesneriaceae,Lamiales,Angiosperms
Petrocodon,Gesneriaceae,Lamiales,Angiosperms
Petrocosmea,Gesneriaceae,Lamiales,Angiosperms
Petrodoxa,Gesneriaceae,Lamiales,Angiosperms
Pheidonocarpa,Gesneriaceae,Lamiales,Angiosperms
Phinaea,Gesneriaceae,Lamiales,Angiosperms
Phylloboea,Gesneriaceae,Lamiales,Angiosperms
Platyadenia,Gesneriaceae,Lamiales,Angiosperms
Platystemma,Gesneriaceae,Lamiales,Angiosperms
Plectopoma,Gesneriaceae,Lamiales,Angiosperms
Polythysania,Gesneriaceae,Lamiales,Angiosperms
Prasanthea,Gesneriaceae,Lamiales,Angiosperms
Primulina,Gesneriaceae,Lamiales,Angiosperms
Pseudochirita,Gesneriaceae,Lamiales,Angiosperms
Quintilia,Gesneriaceae,Lamiales,Angiosperms
Ramonda,Gesneriaceae,Lamiales,Angiosperms
Raphiocarpus,Gesneriaceae,Lamiales,Angiosperms
Rechsteinera,Gesneriaceae,Lamiales,Angiosperms
Rechsteineria,Gesneriaceae,Lamiales,Angiosperms
Reldia,Gesneriaceae,Lamiales,Angiosperms
Resia,Gesneriaceae,Lamiales,Angiosperms
Rhabdothamnopsis,Gesneriaceae,Lamiales,Angiosperms
Rhabdothamnus,Gesneriaceae,Lamiales,Angiosperms
Rheitrophyllum,Gesneriaceae,Lamiales,Angiosperms
Rhoogeton,Gesneriaceae,Lamiales,Angiosperms
Rhynchoglossum,Gesneriaceae,Lamiales,Angiosperms
Rhynchotechum,Gesneriaceae,Lamiales,Angiosperms
Rhytidophyllum,Gesneriaceae,Lamiales,Angiosperms
Ridleyandra,Gesneriaceae,Lamiales,Angiosperms
Roettlera,Gesneriaceae,Lamiales,Angiosperms
Rosanowia,Gesneriaceae,Lamiales,Angiosperms
Rufodorsia,Gesneriaceae,Lamiales,Angiosperms
Rytidophyllum,Gesneriaceae,Lamiales,Angiosperms
Saintpaulia,Gesneriaceae,Lamiales,Angiosperms
Sanango,Gesneriaceae,Lamiales,Angiosperms
Sarmienta,Gesneriaceae,Lamiales,Angiosperms
Schizoboea,Gesneriaceae,Lamiales,Angiosperms
Seemannia,Gesneriaceae,Lamiales,Angiosperms
Sepikea,Gesneriaceae,Lamiales,Angiosperms
Shuaria,Gesneriaceae,Lamiales,Angiosperms
Shuria,Gesneriaceae,Lamiales,Angiosperms
Sinningia,Gesneriaceae,Lamiales,Angiosperms
Slackia,Gesneriaceae,Lamiales,Angiosperms
Smithiantha,Gesneriaceae,Lamiales,Angiosperms
Smithicodonia,Gesneriaceae,Lamiales,Angiosperms
Solenophora,Gesneriaceae,Lamiales,Angiosperms
Spelaeanthus,Gesneriaceae,Lamiales,Angiosperms
Sphaerorrhiza,Gesneriaceae,Lamiales,Angiosperms
Stauranthera,Gesneriaceae,Lamiales,Angiosperms
Streptocarpus,Gesneriaceae,Lamiales,Angiosperms
Tapina,Gesneriaceae,Lamiales,Angiosperms
Tetraphyllum,Gesneriaceae,Lamiales,Angiosperms
Thamnocharis,Gesneriaceae,Lamiales,Angiosperms
Titanotrichum,Gesneriaceae,Lamiales,Angiosperms
Trachystigma,Gesneriaceae,Lamiales,Angiosperms
Tremacron,Gesneriaceae,Lamiales,Angiosperms
Trichantha,Gesneriaceae,Lamiales,Angiosperms
Trichosporum,Gesneriaceae,Lamiales,Angiosperms
Trisepalum,Gesneriaceae,Lamiales,Angiosperms
Tussacia,Gesneriaceae,Lamiales,Angiosperms
Tydaea,Gesneriaceae,Lamiales,Angiosperms
Tylopsacas,Gesneriaceae,Lamiales,Angiosperms
Vanhouttea,Gesneriaceae,Lamiales,Angiosperms
Whytockia,Gesneriaceae,Lamiales,Angiosperms
Wildungenia,Gesneriaceae,Lamiales,Angiosperms
Acanthomintha,Lamiaceae,Lamiales,Angiosperms
Acanthoprasium,Lamiaceae,Lamiales,Angiosperms
Achyrospermum,Lamiaceae,Lamiales,Angiosperms
Acinos,Lamiaceae,Lamiales,Angiosperms
Acrocephalus,Lamiaceae,Lamiales,Angiosperms
Acrotome,Lamiaceae,Lamiales,Angiosperms
Acrymia,Lamiaceae,Lamiales,Angiosperms
Aegiphila,Lamiaceae,Lamiales,Angiosperms
Aeolanthus,Lamiaceae,Lamiales,Angiosperms
Aeollanthus,Lamiaceae,Lamiales,Angiosperms
Agastache,Lamiaceae,Lamiales,Angiosperms
Ajuga,Lamiaceae,Lamiales,Angiosperms
Ajugoides,Lamiaceae,Lamiales,Angiosperms
Alguelagum,Lamiaceae,Lamiales,Angiosperms
Allasia,Lamiaceae,Lamiales,Angiosperms
Alvesia,Lamiaceae,Lamiales,Angiosperms
Amasonia,Lamiaceae,Lamiales,Angiosperms
Amethystanthus,Lamiaceae,Lamiales,Angiosperms
Amethystea,Lamiaceae,Lamiales,Angiosperms
Anisochilus,Lamiaceae,Lamiales,Angiosperms
Anisomeles,Lamiaceae,Lamiales,Angiosperms
Aphanochilus,Lamiaceae,Lamiales,Angiosperms
Apozia,Lamiaceae,Lamiales,Angiosperms
Archboldia,Lamiaceae,Lamiales,Angiosperms
Asterohyptis,Lamiaceae,Lamiales,Angiosperms
Ballota,Lamiaceae,Lamiales,Angiosperms
Bancroftia,Lamiaceae,Lamiales,Angiosperms
Basilicum,Lamiaceae,Lamiales,Angiosperms
Becium,Lamiaceae,Lamiales,Angiosperms
Benguellia,Lamiaceae,Lamiales,Angiosperms
Beringeria,Lamiaceae,Lamiales,Angiosperms
Betonica,Lamiaceae,Lamiales,Angiosperms
Blephilia,Lamiaceae,Lamiales,Angiosperms
Blephiloma,Lamiaceae,Lamiales,Angiosperms
Bostrychanthera,Lamiaceae,Lamiales,Angiosperms
Brachysola,Lamiaceae,Lamiales,Angiosperms
Brazoria,Lamiaceae,Lamiales,Angiosperms
Bystropogon,Lamiaceae,Lamiales,Angiosperms
Calamintha,Lamiaceae,Lamiales,Angiosperms
Callicarpa,Lamiaceae,Lamiales,Angiosperms
Capitanopsis,Lamiaceae,Lamiales,Angiosperms
Caryopteris,Lamiaceae,Lamiales,Angiosperms
Catoferia,Lamiaceae,Lamiales,Angiosperms
Cedronella,Lamiaceae,Lamiales,Angiosperms
Ceratanthus,Lamiaceae,Lamiales,Angiosperms
Chaiturus,Lamiaceae,Lamiales,Angiosperms
Chamaesphacos,Lamiaceae,Lamiales,Angiosperms
Chaunostoma,Lamiaceae,Lamiales,Angiosperms
Chelonopsis,Lamiaceae,Lamiales,Angiosperms
Chilodia,Lamiaceae,Lamiales,Angiosperms
Chloanthes,Lamiaceae,Lamiales,Angiosperms
Cleonia,Lamiaceae,Lamiales,Angiosperms
Clerodendrum,Lamiaceae,Lamiales,Angiosperms
Clinopodium,Lamiaceae,Lamiales,Angiosperms
Colebrookea,Lamiaceae,Lamiales,Angiosperms
Coleus,Lamiaceae,Lamiales,Angiosperms
Collinsonia,Lamiaceae,Lamiales,Angiosperms
Colquhounia,Lamiaceae,Lamiales,Angiosperms
Comanthosphace,Lamiaceae,Lamiales,Angiosperms
Congea,Lamiaceae,Lamiales,Angiosperms
Conradina,Lamiaceae,Lamiales,Angiosperms
Cornutia,Lamiaceae,Lamiales,Angiosperms
Craniotome,Lamiaceae,Lamiales,Angiosperms
Cuminia,Lamiaceae,Lamiales,Angiosperms
Cunila,Lamiaceae,Lamiales,Angiosperms
Cyanostegia,Lamiaceae,Lamiales,Angiosperms
Cyclotrichium,Lamiaceae,Lamiales,Angiosperms
Cymaria,Lamiaceae,Lamiales,Angiosperms
Dauphinea,Lamiaceae,Lamiales,Angiosperms
Dicerandra,Lamiaceae,Lamiales,Angiosperms
Dicrastylis,Lamiaceae,Lamiales,Angiosperms
Discretitheca,Lamiaceae,Lamiales,Angiosperms
Dorystaechas,Lamiaceae,Lamiales,Angiosperms
Dracocephalum,Lamiaceae,Lamiales,Angiosperms
Drepanocaryum,Lamiaceae,Lamiales,Angiosperms
Dysophylla,Lamiaceae,Lamiales,Angiosperms
Elsholtzia,Lamiaceae,Lamiales,Angiosperms
Endostemon,Lamiaceae,Lamiales,Angiosperms
Englerastrum,Lamiaceae,Lamiales,Angiosperms
Eremostachys,Lamiaceae,Lamiales,Angiosperms
Erianthera,Lamiaceae,Lamiales,Angiosperms
Eriope,Lamiaceae,Lamiales,Angiosperms
Eriophyton,Lamiaceae,Lamiales,Angiosperms
Eriothymus,Lamiaceae,Lamiales,Angiosperms
Erythrochlamys,Lamiaceae,Lamiales,Angiosperms
Eurysolen,Lamiaceae,Lamiales,Angiosperms
Faradaya,Lamiaceae,Lamiales,Angiosperms
Fuerstia,Lamiaceae,Lamiales,Angiosperms
Galeobdolon,Lamiaceae,Lamiales,Angiosperms
Galeopsis,Lamiaceae,Lamiales,Angiosperms
Gardoquia,Lamiaceae,Lamiales,Angiosperms
Garrettia,Lamiaceae,Lamiales,Angiosperms
Geniosporum,Lamiaceae,Lamiales,Angiosperms
Geunsia,Lamiaceae,Lamiales,Angiosperms
Glechoma,Lamiaceae,Lamiales,Angiosperms
Glechon,Lamiaceae,Lamiales,Angiosperms
Glossocarya,Lamiaceae,Lamiales,Angiosperms
Gmelina,Lamiaceae,Lamiales,Angiosperms
Gomphostemma,Lamiaceae,Lamiales,Angiosperms
Gontscharovia,Lamiaceae,Lamiales,Angiosperms
Hanceola,Lamiaceae,Lamiales,Angiosperms
Haplostachys,Lamiaceae,Lamiales,Angiosperms
Hastingia,Lamiaceae,Lamiales,Angiosperms
Haumaniastrum,Lamiaceae,Lamiales,Angiosperms
Hedeoma,Lamiaceae,Lamiales,Angiosperms
Hemiandra,Lamiaceae,Lamiales,Angiosperms
Hemigenia,Lamiaceae,Lamiales,Angiosperms
Hemiphora,Lamiaceae,Lamiales,Angiosperms
Hemistemon,Lamiaceae,Lamiales,Angiosperms
Hemizygia,Lamiaceae,Lamiales,Angiosperms
Hersilia,Lamiaceae,Lamiales,Angiosperms
Hesperozygis,Lamiaceae,Lamiales,Angiosperms
Heterolamium,Lamiaceae,Lamiales,Angiosperms
Hoehnea,Lamiaceae,Lamiales,Angiosperms
Holmskioldia,Lamiaceae,Lamiales,Angiosperms
Holocheila,Lamiaceae,Lamiales,Angiosperms
Holostylon,Lamiaceae,Lamiales,Angiosperms
Horminum,Lamiaceae,Lamiales,Angiosperms
Hosea,Lamiaceae,Lamiales,Angiosperms
Hoslundia,Lamiaceae,Lamiales,Angiosperms
Huxleya,Lamiaceae,Lamiales,Angiosperms
Hymenocrater,Lamiaceae,Lamiales,Angiosperms
Hymenopyramis,Lamiaceae,Lamiales,Angiosperms
Hypenia,Lamiaceae,Lamiales,Angiosperms
Hypogomphia,Lamiaceae,Lamiales,Angiosperms
Hyptidendron,Lamiaceae,Lamiales,Angiosperms
Hyptis,Lamiaceae,Lamiales,Angiosperms
Hyssopus,Lamiaceae,Lamiales,Angiosperms
Isodictyophorus,Lamiaceae,Lamiales,Angiosperms
Isodon,Lamiaceae,Lamiales,Angiosperms
Isoleucas,Lamiaceae,Lamiales,Angiosperms
Kalaharia,Lamiaceae,Lamiales,Angiosperms
Karomia,Lamiaceae,Lamiales,Angiosperms
Keithia,Lamiaceae,Lamiales,Angiosperms
Killickia,Lamiaceae,Lamiales,Angiosperms
Kinostemon,Lamiaceae,Lamiales,Angiosperms
Koellia,Lamiaceae,Lamiales,Angiosperms
Kudrjaschevia,Lamiaceae,Lamiales,Angiosperms
Kurzamra,Lamiaceae,Lamiales,Angiosperms
Lachnostachys,Lamiaceae,Lamiales,Angiosperms
Lagochilus,Lamiaceae,Lamiales,Angiosperms
Lagopsis,Lamiaceae,Lamiales,Angiosperms
Lallemantia,Lamiaceae,Lamiales,Angiosperms
Lamium,Lamiaceae,Lamiales,Angiosperms
Larnastyra,Lamiaceae,Lamiales,Angiosperms
Lavandula,Lamiaceae,Lamiales,Angiosperms
Leonotis,Lamiaceae,Lamiales,Angiosperms
Leonurus,Lamiaceae,Lamiales,Angiosperms
Lepechinia,Lamiaceae,Lamiales,Angiosperms
Leucas,Lamiaceae,Lamiales,Angiosperms
Leucosceptrum,Lamiaceae,Lamiales,Angiosperms
Lophanthus,Lamiaceae,Lamiales,Angiosperms
Loxocalyx,Lamiaceae,Lamiales,Angiosperms
Lycopus,Lamiaceae,Lamiales,Angiosperms
Macbridea,Lamiaceae,Lamiales,Angiosperms
Madlabium,Lamiaceae,Lamiales,Angiosperms
Madronella,Lamiaceae,Lamiales,Angiosperms
Marmoritis,Lamiaceae,Lamiales,Angiosperms
Marrubium,Lamiaceae,Lamiales,Angiosperms
Marsypianthes,Lamiaceae,Lamiales,Angiosperms
Matsumurella,Lamiaceae,Lamiales,Angiosperms
Meehania,Lamiaceae,Lamiales,Angiosperms
Melissa,Lamiaceae,Lamiales,Angiosperms
Melittis,Lamiaceae,Lamiales,Angiosperms
Mellitis,Lamiaceae,Lamiales,Angiosperms
Mentha,Lamiaceae,Lamiales,Angiosperms
Meriandra,Lamiaceae,Lamiales,Angiosperms
Mesosphaerum,Lamiaceae,Lamiales,Angiosperms
Metastachydium,Lamiaceae,Lamiales,Angiosperms
Microcorys,Lamiaceae,Lamiales,Angiosperms
Micromeria,Lamiaceae,Lamiales,Angiosperms
Microtoena,Lamiaceae,Lamiales,Angiosperms
Minthostachys,Lamiaceae,Lamiales,Angiosperms
Moluccella,Lamiaceae,Lamiales,Angiosperms
Monarda,Lamiaceae,Lamiales,Angiosperms
Monardella,Lamiaceae,Lamiales,Angiosperms
Monochilus,Lamiaceae,Lamiales,Angiosperms
Moschosma,Lamiaceae,Lamiales,Angiosperms
Mosla,Lamiaceae,Lamiales,Angiosperms
Neoeplingia,Lamiaceae,Lamiales,Angiosperms
Nepeta,Lamiaceae,Lamiales,Angiosperms
Newcastelia,Lamiaceae,Lamiales,Angiosperms
Nosema,Lamiaceae,Lamiales,Angiosperms
Nostelis,Lamiaceae,Lamiales,Angiosperms
Notochaete,Lamiaceae,Lamiales,Angiosperms
Obtegomeria,Lamiaceae,Lamiales,Angiosperms
Ocimum,Lamiaceae,Lamiales,Angiosperms
Ombrocharis,Lamiaceae,Lamiales,Angiosperms
Oncinocalyx,Lamiaceae,Lamiales,Angiosperms
Origanum,Lamiaceae,Lamiales,Angiosperms
Orthosiphon,Lamiaceae,Lamiales,Angiosperms
Otostegia,Lamiaceae,Lamiales,Angiosperms
Ovieda,Lamiaceae,Lamiales,Angiosperms
Oxera,Lamiaceae,Lamiales,Angiosperms
Panzerina,Lamiaceae,Lamiales,Angiosperms
Paralamium,Lamiaceae,Lamiales,Angiosperms
Paraphlomis,Lamiaceae,Lamiales,Angiosperms
Peltodon,Lamiaceae,Lamiales,Angiosperms
Pentapleura,Lamiaceae,Lamiales,Angiosperms
Perilla,Lamiaceae,Lamiales,Angiosperms
Perillula,Lamiaceae,Lamiales,Angiosperms
Perilomia,Lamiaceae,Lamiales,Angiosperms
Peronema,Lamiaceae,Lamiales,Angiosperms
Perovskia,Lamiaceae,Lamiales,Angiosperms
Petitia,Lamiaceae,Lamiales,Angiosperms
Petraeovitex,Lamiaceae,Lamiales,Angiosperms
Phlomidoschema,Lamiaceae,Lamiales,Angiosperms
Phlomis,Lamiaceae,Lamiales,Angiosperms
Phlomoides,Lamiaceae,Lamiales,Angiosperms
Phyllostegia,Lamiaceae,Lamiales,Angiosperms
Physopsis,Lamiaceae,Lamiales,Angiosperms
Physostegia,Lamiaceae,Lamiales,Angiosperms
Piloblephis,Lamiaceae,Lamiales,Angiosperms
Pityrodia,Lamiaceae,Lamiales,Angiosperms
Platostoma,Lamiaceae,Lamiales,Angiosperms
Platystoma,Lamiaceae,Lamiales,Angiosperms
Plectranthus,Lamiaceae,Lamiales,Angiosperms
Pogogyne,Lamiaceae,Lamiales,Angiosperms
Pogostemon,Lamiaceae,Lamiales,Angiosperms
Poliomintha,Lamiaceae,Lamiales,Angiosperms
Prasium,Lamiaceae,Lamiales,Angiosperms
Premna,Lamiaceae,Lamiales,Angiosperms
Preslia,Lamiaceae,Lamiales,Angiosperms
Prostanthera,Lamiaceae,Lamiales,Angiosperms
Prunella,Lamiaceae,Lamiales,Angiosperms
Pseudocarpidium,Lamiaceae,Lamiales,Angiosperms
Pseudocaryopteris,Lamiaceae,Lamiales,Angiosperms
Pseudochamaesphacos,Lamiaceae,Lamiales,Angiosperms
Pseudomarrubium,Lamiaceae,Lamiales,Angiosperms
Pychnanthemum,Lamiaceae,Lamiales,Angiosperms
Pycnanthemum,Lamiaceae,Lamiales,Angiosperms
Pycnanthes,Lamiaceae,Lamiales,Angiosperms
Pycnostachys,Lamiaceae,Lamiales,Angiosperms
Rabdosia,Lamiaceae,Lamiales,Angiosperms
Rabdosiella,Lamiaceae,Lamiales,Angiosperms
Renschia,Lamiaceae,Lamiales,Angiosperms
Rhabdocaulon,Lamiaceae,Lamiales,Angiosperms
Rhaphiodon,Lamiaceae,Lamiales,Angiosperms
Rhododon,Lamiaceae,Lamiales,Angiosperms
Rosmarinus,Lamiaceae,Lamiales,Angiosperms
Rostrinucula,Lamiaceae,Lamiales,Angiosperms
Rotheca,Lamiaceae,Lamiales,Angiosperms
Roylea,Lamiaceae,Lamiales,Angiosperms
Rubiteucris,Lamiaceae,Lamiales,Angiosperms
Rydingia,Lamiaceae,Lamiales,Angiosperms
Saccocalyx,Lamiaceae,Lamiales,Angiosperms
Salvia,Lamiaceae,Lamiales,Angiosperms
Satureja,Lamiaceae,Lamiales,Angiosperms
Schnabelia,Lamiaceae,Lamiales,Angiosperms
Sclarea,Lamiaceae,Lamiales,Angiosperms
Scutellaria,Lamiaceae,Lamiales,Angiosperms
Sideritis,Lamiaceae,Lamiales,Angiosperms
Siphocranion,Lamiaceae,Lamiales,Angiosperms
Solenostemon,Lamiaceae,Lamiales,Angiosperms
Spartothamnella,Lamiaceae,Lamiales,Angiosperms
Spartothamnus,Lamiaceae,Lamiales,Angiosperms
Sphacele,Lamiaceae,Lamiales,Angiosperms
Sphenodesme,Lamiaceae,Lamiales,Angiosperms
Stachydeoma,Lamiaceae,Lamiales,Angiosperms
Stachyopsis,Lamiaceae,Lamiales,Angiosperms
Stachys,Lamiaceae,Lamiales,Angiosperms
Stenogyne,Lamiaceae,Lamiales,Angiosperms
Suzukia,Lamiaceae,Lamiales,Angiosperms
Symphorema,Lamiaceae,Lamiales,Angiosperms
Symphostemon,Lamiaceae,Lamiales,Angiosperms
Synandra,Lamiaceae,Lamiales,Angiosperms
Syncolostemon,Lamiaceae,Lamiales,Angiosperms
Tectona,Lamiaceae,Lamiales,Angiosperms
Teijsmanniodendron,Lamiaceae,Lamiales,Angiosperms
Tetradenia,Lamiaceae,Lamiales,Angiosperms
Teucridium,Lamiaceae,Lamiales,Angiosperms
Teucrium,Lamiaceae,Lamiales,Angiosperms
Thorncroftia,Lamiaceae,Lamiales,Angiosperms
Thuspeinanta,Lamiaceae,Lamiales,Angiosperms
Thymbra,Lamiaceae,Lamiales,Angiosperms
Thymus,Lamiaceae,Lamiales,Angiosperms
Tinnea,Lamiaceae,Lamiales,Angiosperms
Trichostema,Lamiaceae,Lamiales,Angiosperms
Tripora,Lamiaceae,Lamiales,Angiosperms
Vitex,Lamiaceae,Lamiales,Angiosperms
Volkameria,Lamiaceae,Lamiales,Angiosperms
Warnockia,Lamiaceae,Lamiales,Angiosperms
Wenchengia,Lamiaceae,Lamiales,Angiosperms
Westringia,Lamiaceae,Lamiales,Angiosperms
Wrixonia,Lamiaceae,Lamiales,Angiosperms
Zataria,Lamiaceae,Lamiales,Angiosperms
Zhumeria,Lamiaceae,Lamiales,Angiosperms
Ziziphora,Lamiaceae,Lamiales,Angiosperms
Askofake,Lentibulariaceae,Lamiales,Angiosperms
Biovularia,Lentibulariaceae,Lamiales,Angiosperms
Bucranion,Lentibulariaceae,Lamiales,Angiosperms
Calpidisca,Lentibulariaceae,Lamiales,Angiosperms
Cosmiza,Lentibulariaceae,Lamiales,Angiosperms
Diurospermum,Lentibulariaceae,Lamiales,Angiosperms
Enskide,Lentibulariaceae,Lamiales,Angiosperms
Genlisea,Lentibulariaceae,Lamiales,Angiosperms
Hamulia,Lentibulariaceae,Lamiales,Angiosperms
Isoloba,Lentibulariaceae,Lamiales,Angiosperms
Lepiactis,Lentibulariaceae,Lamiales,Angiosperms
Meionula,Lentibulariaceae,Lamiales,Angiosperms
Pinguicula,Lentibulariaceae,Lamiales,Angiosperms
Plectoma,Lentibulariaceae,Lamiales,Angiosperms
